Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Alsino Y El Condor,NULL,Drama|War,6,89 min.,Miguel Littin,NULL,Dean Stockwell|Alan Esquivel|Alejandro Parodi|Delia Casanova,Costa Rica|Cuba|Mexico|Nicaragua,NULL,NULL,NULL,NULL,Costa Rican Film Cooperative|Instituto Cubano de Arte e Industria CinematogrÃƒÂ¡ficos|Latinamerican Film|Nicaraguan Film Institute
Always Shine,NR,Thriller,7,85 min.,Sophia Takal,NULL,Mackenzie Davis|Caitlin FitzGerald|Lawrence Michael Levine|Jane Adams,USA,NULL,NULL,NULL,"Nov 25, 2016 (USA - Limited)",Balaboosta Pictures|Little Teeth Pictures|Salem Street Entertainment
A Man and a Woman,NULL,Romance|Drama,8,102 min.,Claude Lelouch,NULL,Jean-Louis Trintignant|Pierre Barouh|Valerie Lagrange|Henri Chemin,France,NULL,NULL,NULL,NULL,Film 13|Franco London Films
A Man Escaped,NULL,Drama,10,102 min.,Robert Bresson,NULL,Francois Leterrier|Roland Monod|Jacques Ertaud|Roger Planchon,France,NULL,NULL,NULL,"Nov 11, 1956 (USA - Unknown)",Gaumont|SNE
A Man's Castle,NULL,Crime|Drama|Romance,8,70 min.,Frank Borzage,NULL,Spencer Tracy|Loretta Young|Marjorie Rambeau|Glenda Farrell,USA,NULL,NULL,NULL,"Oct 27, 1933 (USA - Unknown)",Columbia Pictures
A Master Builder,NR,Drama,9,130 min.,Jonathan Demme,NULL,Andre Gregory|Julie Hagerty|Wallace Shawn|Lisa Joyce,USA,NULL,NULL,NULL,"Jul 23, 2014 (USA - Limited)",Clinica Estetico|The Ibsen Project|Westward Productions
Amateur,R,Comedy|Thriller,8,105 min.,Hal Hartley,NULL,Isabelle Huppert|Martin Donovan|Damian Young|Chuck Montgomery,France|UK|USA,NULL,NULL,NULL,"May 19, 1996 (USA - Limited)",American Playhouse Theatrical Films|Channel 4|La Sept Cinema|True Fiction Pictures|Union Generale Cinematographique|Zenith
A Matter of Sex,NULL,Drama,8,100 min.,Lee Grant,NULL,Peter Dvorsky|Jeannie Elias|Tom Harvey|Mary Pirie,USA,NULL,NULL,NULL,NULL,Orion Television|Willmar 8 Productions
A Medal for the General,NULL,War|Drama,8,99 min.,Maurice Elvey,NULL,Godfrey Tearle|Jeanne de Casalis|Morland Graham|Mabel Constanduros,UK,NULL,NULL,NULL,NULL,British National Pictures
"America, America",NULL,Drama,8,177 min.,Elia Kazan,NULL,Stathis Giallelis|Frank Wolff|Harry Davis|Elena Karam,USA,NULL,NULL,NULL,NULL,Warner Brothers
American Gangster,R,Crime,8,157 min.,Ridley Scott,NULL,"Denzel Washington|Russell Crowe|Chiwetel Ejiofor|Cuba Gooding, Jr.",USA,NULL,NULL,NULL,"Nov 2, 2007 (USA)",Imagine Entertainment|Relativity Media|Scott Free
American Honey,R,Comedy|Drama,8,162 min.,Andrea Arnold,NULL,Shia LaBeouf|Riley Keough|Arielle Holmes|Isaiah Stone,UK|USA,NULL,NULL,NULL,"Sep 30, 2016 (USA - Limited)",Film4|Mandown Pictures|Maven Pictures|Parts and Labor|Pulse Films
American Hustle,R,Drama,8,138 min.,David O. Russell,NULL,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner,USA,NULL,NULL,NULL,"Dec 13, 2013 (USA), Dec 20, 2013 (USA - Expanding)",Annapurna Pictures|Atlas Entertainment
American Made,R,Thriller,7,115 min.,Doug Liman,NULL,Tom Cruise|Domhnall Gleeson|Jesse Plemons|Caleb Landry Jones,USA,NULL,NULL,NULL,"Sep 29, 2017 (USA)",Cross Creek Pictures|Imagine Entertainment|Quadrant Pictures|Vendian Entertainment
American Psycho,R,Comedy|Thriller,7,97 min.,Mary Harron,NULL,Christian Bale|Willem Dafoe|Jared Leto|Reese Witherspoon,USA,NULL,NULL,NULL,"Apr 14, 2000 (USA)",Edward R. Pressman Film Corporation
American Sniper,R,Action|Drama|War,6,132 min.,Clint Eastwood,NULL,Bradley Cooper|Luke Grimes|Sienna Miller|Kyle Gallner,USA,NULL,NULL,NULL,"Dec 25, 2014 (USA - Limited), Jan 16, 2015 (USA)",Mad Chance Productions|Warner Bros.
American Ultra,R,Action|Comedy,8,96 min.,Nima Nourizadeh,NULL,Jesse Eisenberg|Kristen Stewart|Topher Grace|Tony Hale,USA,NULL,NULL,NULL,"Aug 21, 2015 (USA)",Circle of Confusion|Likely Story|Merced Media Partners|PalmStar Entertainment|The Bridge Finance Company
Amer,NR,Thriller,8,90 min.,HÃƒÂ©lÃƒÂ¨ne Cattet|Bruno Forzani,NULL,Marie Bos|Charlotte Eugene-Guibbaud|Harry Cleven|Delphine Brual,Belgium|France,NULL,NULL,NULL,"Oct 29, 2010 (USA - Limited)",Anonymes Films|Tobina Film
A Message to Garcia,NULL,Adventure|Drama|Historical Film|War,6,77 min.,George Marshall,NULL,Wallace Beery|Barbara Stanwyck|John Boles|Alan Hale,USA,NULL,NULL,NULL,NULL,20th Century Fox|Darryl F. Zanuck Productions
A Midnight Clear,R,War,8,107 min.,Keith Gordon,NULL,Peter Berg|Kevin Dillon|Arye Gross|Ethan Hawke,USA,NULL,NULL,NULL,"Apr 24, 1992 (USA)",A & M Films|Beacon Pictures|InterStar Releasing
A Mongolian Tale,NULL,Drama,8,105 min.,Xie Fei,NULL,NULL,China|Hong Kong|Mongolia,NULL,NULL,NULL,"Apr 2, 1997 (USA - Limited)",Beijing Youth Film Studio|Media Asia Films
A Monster Calls,PG13,Drama|Fantasy,9,108 min.,Juan Antonio Bayona,NULL,Sigourney Weaver|Felicity Jones|Toby Kebbell|Liam Neeson,USA,NULL,NULL,NULL,"Dec 23, 2016 (USA - Limited), Jan 6, 2017 (USA - Expanding)",Apaches Entertainment|Participant Media|River Road Entertainment
A Monster with a Thousand Heads,NULL,Drama|Thriller,7,74 min.,Rodrigo PlÃƒÂ¡,NULL,Hugo Albores|Daniel GimÃƒÂ©nez Cacho|Emilio Echeverria,Mexico,NULL,NULL,NULL,"May 11, 2016 (USA - Limited)",Buenaventura
Amores Perros,R,Drama,8,153 min.,Alejandro GonzÃƒÂ¡lez IÃƒÂ±ÃƒÂ¡rritu,NULL,Emilio Echeverria|Goya Toledo|Alvaro Guerrero|Jorge Salinas,Mexico,NULL,NULL,NULL,"Mar 30, 2001 (USA - Limited)",Alta Vista Films|Zeta Entertainment
A Most Violent Year,R,Drama,8,125 min.,J.C. Chandor,NULL,Jessica Chastain|Oscar Isaac|Albert Brooks|David Oyelowo,USA,NULL,NULL,NULL,"Dec 31, 2014 (USA - Limited)",Participant Media
A Most Wanted Man,R,Drama|Spy Film,9,121 min.,Anton Corbijn,NULL,Philip Seymour Hoffman|Rachel McAdams|Grigoriy Dobrygin|Willem Dafoe,USA,NULL,NULL,NULL,"Jul 25, 2014 (USA - Limited)",Amusement Park Films|Demarest Films|Film4|Potboiler Prods.|The Ink Factory
Amour,PG13,Drama,8,127 min.,Michael Haneke,NULL,Jean-Louis Trintignant|Emmanuelle Riva|Isabelle Huppert|Alexandre Tharaud,Austria|France|Germany,NULL,NULL,NULL,"Dec 19, 2012 (USA - Limited)",ARD Degeto|Bayerischer Rundfunk|Centre National du Cinema et de l'Image Animee|Cine Plus|CNC/FFA Minitraite|Eurimages|Filforderungsanstalt|Filmfonds Wien|France 3 Cinema|France Televisions|Les Films du Losange|Medienboard Berlin-Brandenburg|Ministere de la Culture et de la Communication|ORF Film/Fernseh-Abkommmen|Osterreichisches Filminstitut|Region Ile-de-France|WEGA Film Production|Westdeutscher Rundfunk|X Filme Creative Pool
Amreeka,PG13,Drama,8,96 min.,Cherien Dabis,NULL,Nisreen Faour|Melkar Muallem|Hiam Abbass|Yussuf Abu-Warda,Canada|Kuwait|USA,NULL,NULL,NULL,"Sep 4, 2009 (USA - Limited), Sep 11, 2009 (USA - Expanding)",Alcina Pictures|Buffalo Gal Pictures|Eagle Vision Media Group|First Generation Films
An Actor's Revenge,NULL,Drama,8,113 min.,Kon Ichikawa,NULL,Kazuo Hasegawa|Fujiko Yamamoto|Ayako Wakao|Raizo Ichikawa,Japan,NULL,NULL,NULL,NULL,Nagara Production|Pari Films
An Affair of Love,R,Drama|Romance,8,81 min.,FrÃƒÂ©dÃƒÂ©ric Fonteyne,NULL,Nathalie Baye|Sergi LÃƒÂ_pez,Belgium|France|Luxembourg|Switzerland,NULL,NULL,NULL,"Aug 11, 2000 (USA - Limited)",ARP|Artemis Productions|Fama Film|Production Lazennac|Radio Television Belge Francofone|Samsa Film|Schweizer Fernsehen|SRG
A Nagy GenerÃƒÂ¡ciÃƒÂ_,NULL,Drama,8,109 min.,Ferenc AndrÃƒÂ¡s,NULL,GyÃƒÂ¶rgy Cserhalmi|Karoly Eperjes|Mari Kiss|Dorottya Udvaros,Hungary,NULL,NULL,NULL,NULL,DialÃƒÂ_g FilmstÃƒÂºdiÃƒÂ_|Mafilm
An Angel at My Table,R,Drama,8,157 min.,Jane Campion,NULL,Kerry Fox|Alexia Keogh|Karen Fergusson|Iris Churn,Australia|New Zealand,NULL,NULL,NULL,"May 19, 1991 (USA)",Australian Broadcasting Corporation|Hibiscus Films|New Zealand Film Commission|Television New Zealand
Anastasia,NULL,Drama,8,105 min.,Anatole Litvak,NULL,Ingrid Bergman|Yul Brynner|Helen Hayes|Akim Tamiroff,USA,NULL,NULL,NULL,NULL,20th Century Fox
Anatomy of a Murder,NR,Drama,10,161 min.,Otto Preminger,NULL,James Stewart|Lee Remick|Ben Gazzara|Arthur O'Connell,USA,NULL,NULL,NULL,"Jul 1, 1959 (USA - Unknown)",Carlyle|Columbia Pictures|Otto Preminger Productions
Ana y los Lobos,NULL,Drama,8,96 min.,Carlos Saura,NULL,Rafaela Aparicio|Jose Maria Prada|Jose Vivo|Fernando FernÃƒÂ¡n GÃƒÂ_mez,Spain,NULL,NULL,NULL,NULL,ElÃƒÂ_as Querejeta Productions
... And God Created Woman,NULL,Drama|Romance,8,93 min.,Roger Vadim,NULL,Brigitte Bardot|Curd JÃƒÂ_rgens|Jean-Louis Trintignant|Isabelle Corey,France,NULL,NULL,NULL,NULL,Cocinor|Iena Films|UCIL-Cocinor
Andjeo Cuvar,NULL,Drama,8,88 min.,Goran Paskaljevic,NULL,Ljubisa Samardzic|Neda Arneric|Saban Bajramovic,Yugoslavia,NULL,NULL,NULL,NULL,Morava Film|Singidinum Jugoart
Andrei Rublev,NULL,Historical Film|Drama,10,205 min.,Andrei Tarkovsky,NULL,Anatoli Solonitsin|Ivan Lapikov|Nikolai Sergeyev|Nikolai Burlyayev,USA|USSR,NULL,NULL,NULL,NULL,Mosfilm Studios
And Soon the Darkness,R,Thriller,7,91 min.,Marcos Efron,NULL,Amber Heard|Karl Urban|Adriana Barraza|Gia Mantegna,Argentina|France|USA,NULL,NULL,NULL,"Dec 17, 2010 (USA - Limited)",Abandon Pictures|Redrum Films|Sandbar Pictures|Studio Canal
An Early Frost,NULL,Drama,8,97 min.,John Erman,NULL,Aidan Quinn|Gena Rowlands|Ben Gazzara|Sylvia Sidney,USA,NULL,NULL,NULL,NULL,NBC
An Enemy of the People,NULL,Drama,9,118 min.,Jack O'Brien,NULL,Anne Gee Byrd|Richard Easton|Mitchell Edmonds|John Glover,USA,NULL,NULL,NULL,NULL,NULL
An Englishman Abroad,NULL,Drama,10,62 min.,John Schlesinger,NULL,Alan Bates|Coral Browne|Charles Gray|Harold Innocent,UK,NULL,NULL,NULL,NULL,BBC
Angele,NULL,Drama,8,130 min.,Marcel Pagnol,NULL,Orane Demazis|Fernandel|Edouard Delmont|Henri Poupon,France,NULL,NULL,NULL,NULL,NULL
Angels in America,NULL,Drama|Fantasy,10,360 min.,Mike Nichols,NULL,Al Pacino|Meryl Streep|Emma Thompson|Mary-Louise Parker,USA,NULL,NULL,NULL,NULL,Avenue Pictures|HBO Films
Angels With Dirty Faces,NR,Drama,9,97 min.,Michael Curtiz,NULL,James Cagney|Pat O'Brien|Humphrey Bogart|Ann Sheridan,USA,NULL,NULL,NULL,"Nov 24, 1938 (USA)",Warner Brothers
Angi Vera,NULL,Drama,9,96 min.,PÃƒÂ¡l GÃƒÂ¡bor,NULL,Veronika Papp|Erzsi Pasztor|Tamas Dunai|Eva Szabo,Hungary,NULL,NULL,NULL,NULL,Hungarofilm|Mafilm|ObjektÃƒÂ_v FilmstÃƒÂºdiÃƒÂ_
A Night to Remember,NULL,Drama,9,119 min.,Roy Ward Baker,NULL,Honor Blackman|Anthony Bushell|Ronald Allen|Robert Ayres,UK,NULL,NULL,NULL,NULL,Paramount|Rank Organisation
Animal Kingdom,R,Crime,8,112 min.,David MichÃƒÂ´d,NULL,James Frecheville|Ben Mendelsohn|Joel Edgerton|Guy Pearce,Australia,NULL,NULL,NULL,"Aug 13, 2010 (USA - Limited)",E1 Entertainment|Film Victoria|Fulcrum Finance|Porchlight Films|Screen Australia|Screen NSW|Showtime Australia
Anna and the King of Siam,NULL,Drama|Romance,8,128 min.,John Cromwell,NULL,Irene Dunne|Rex Harrison|Linda Darnell|Lee J. Cobb,USA,NULL,NULL,NULL,NULL,20th Century Fox
Anne Frank,NULL,Drama,8,240 min.,Robert Dornhelm,NULL,Ben Kingsley|Hannah Taylor-Gordon|Brenda Blethyn|Tatjana Blacher,USA,NULL,NULL,NULL,NULL,ABC|Dorothy Pictures|Milk & Honey Films
Anne of Green Gables,NULL,Drama|Children's/Family,9,197 min.,Kevin Sullivan,NULL,Megan Follows|Colleen Dewhurst|Richard Farnsworth|Jonathan Crombie,Canada|USA|West Germany,NULL,NULL,NULL,NULL,Sullivan Films
Annihilation,R,Action|Adventure|Fantasy|Science Fiction,8,115 min.,Alex Garland,NULL,Natalie Portman|Jennifer Jason Leigh|Gina Rodriguez|Tessa Thompson,USA,NULL,NULL,NULL,"Feb 23, 2018 (USA)",DNA Films|Scott Rudin Productions|Skydance Media
An Occurrence at Owl Creek Bridge,G,Avant-garde / Experimental|War,8,27 min.,Robert Enrico,NULL,Pierre Danny|Anne Cornaly|Roger Jacquet|Henry Fonda,France,NULL,NULL,NULL,NULL,NULL
An Officer and a Gentleman,R,Drama,8,124 min.,Taylor Hackford,NULL,Richard Gere|Debra Winger|David Keith|Lisa Blount,USA,NULL,NULL,NULL,NULL,Lorimar Productions|Paramount
Anomalisa,R,Comedy|Drama,8,90 min.,Duke Johnson|Charlie Kaufman,NULL,Jennifer Jason Leigh|Tom Noonan|David Thewlis,USA,NULL,NULL,NULL,"Dec 30, 2015 (USA - Limited)",NULL
ÃƒÂ€ Nos Amours,R,Drama,8,99 min.,Maurice Pialat,NULL,Sandrine Bonnaire|Maurice Pialat|Dominique Besnehard|Evelyne Ker,France,NULL,NULL,NULL,NULL,France 3 Cinema|Gaumont|Les Films du Livradois
Ansatsu,NULL,Drama|Historical Film,8,NULL,Masahiro Shinoda,NULL,Tetsuro Tamba|Shima Iwashita|Ko (Isao) Kimura|Eitaro Ozawa,Japan,NULL,NULL,NULL,NULL,NULL
Ansikte mot Ansikte,R,Drama,8,136 min.,Ingmar Bergman,NULL,Liv Ullmann|Erland Josephson|Gunnar BjÃƒÂ¶rnstrand|Kari Sylwan,Sweden,NULL,NULL,NULL,NULL,Cinematograph AB|Paramount
Anthropoid,R,Thriller|War,6,120 min.,Sean Ellis,NULL,Cillian Murphy|Jamie Dornan|Charlotte Le Bon|Toby Jones,Czech Republic|France|UK,NULL,NULL,NULL,"Aug 12, 2016 (USA - Limited)",22h22|LD Entertainment|Lucky Man Films
Antigone,NULL,Drama,8,86 min.,Dinos Katsouridis|George Tzavellas,NULL,Manos Katrakis|Maro Kontou|Irene Papas|Janet Eilber,Greece,NULL,NULL,NULL,NULL,NULL
Antonio and the Mayor,NULL,Drama,8,72 min.,Jerry Thorpe,NULL,Diego Gonzalez|Gregory Sierra,USA,NULL,NULL,NULL,NULL,NULL
Anzacs: The War Down Under,NULL,Action|Adventure|Drama|War,6,192 min.,John Dixon|George Miller,NULL,Andrew Clarke|Paul Hogan|Mark Hembrow|Jon Blake,Australia,NULL,NULL,NULL,NULL,Franco London Films
Aparajito,NR,Drama,9,108 min.,Satyajit Ray,NULL,Kali Bannerjee|Karuna Bannerjee|Smaran Ghosal|Ramani Sen Gupta,India,NULL,NULL,NULL,NULL,Aurora|Epic Film|Satyajit Ray Productions
A Passage to India,PG,Drama,9,163 min.,David Lean,NULL,Judy Davis|Victor Banerjee|Peggy Ashcroft|James Fox,UK,NULL,NULL,NULL,"Dec 14, 1984 (USA)",Columbia Pictures|HBO
A Perfect World,PG13,Crime|Drama,7,137 min.,Clint Eastwood,NULL,Kevin Costner|Clint Eastwood|Laura Dern|T.J. Lowther,USA,NULL,NULL,NULL,"Nov 24, 1993 (USA)",Warner Brothers
A Place in the Sun,NULL,Drama,9,120 min.,George Stevens,NULL,Montgomery Clift|Elizabeth Taylor|Shelley Winters|Anne Revere,USA,NULL,NULL,NULL,NULL,Paramount
Apocalypse Now Redux,R,War,9,203 min.,Francis Ford Coppola,NULL,Martin Sheen|Marlon Brando|Robert Duvall|Frederic Forrest,USA,NULL,NULL,NULL,"Aug 3, 2001 (USA - Limited)",Buena Vista International|Zoetrope Studios
Apocalypse Now,R,War,10,153 min.,Francis Ford Coppola,NULL,Martin Sheen|Marlon Brando|Robert Duvall|Frederic Forrest,USA,NULL,NULL,NULL,"Aug 15, 1979 (USA)",United Artists
Apollo 13,PG,Drama|Historical Film,8,140 min.,Ron Howard,NULL,Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise,USA,NULL,NULL,NULL,"Jun 30, 1995 (USA), Sep 30, 2002 (USA - IMAX)",Universal|Universal City Studios
A Pozdravujte Vlastovicky,NULL,Drama,8,90 min.,Jaromil Jires,NULL,Viera Strniskova|Julius Vasek|Magda Vasaryova|Hana Pastejrikova,Czechoslovakia,NULL,NULL,NULL,NULL,Barrandov Film Studios
Appointment with a Shadow,NULL,Drama,8,73 min.,Richard Carlson|Joseph Pevney,NULL,George Nader|Brian Keith|Frank de Kova|Tony Curtis,USA,NULL,NULL,NULL,NULL,NULL
AprÃƒÂ¨s la Vie,NULL,Crime|Drama,7,124 min.,Lucas Belvaux,NULL,Ornella Muti|FranÃƒÂ§ois Morel|Dominique Blanc|Gilbert Melki,Belgium|France,NULL,NULL,NULL,NULL,Agat Films & Cie|Entre Chien & Loup|RhÃƒÂ´ne-Alpes CinÃƒÂ©ma|RTBF
A Prayer for Katarina Horovitzova,NULL,Drama,8,60 min.,NULL,NULL,Jiri Adamira|Lenka Fiserova|Cestmir Randa,Czechoslovakia,NULL,NULL,NULL,NULL,NULL
April Morning,NULL,Drama|Historical Film,8,93 min.,Delbert Mann,NULL,Tommy Lee Jones|Robert Urich|Chad Lowe|Susan Blakely,USA,NULL,NULL,NULL,"Apr 24, 1988 (USA - Unknown)",Robert Halmi Productions|Samuel Goldwyn TV
A Prophet,R,Drama,8,149 min.,Jacques Audiard,NULL,Tahar Rahim|Niels Arestrup|Adel Bencherif|Reda Kateb,Austria|France|Germany,NULL,NULL,NULL,"Feb 26, 2010 (USA - Limited)",NULL
A Question of Answers,NULL,Thriller,8,100 min.,NULL,NULL,Telly Savalas|Eli Wallach,USA,NULL,NULL,NULL,NULL,Universal
A Quiet Passion,PG13,Drama,8,126 min.,Terence Davies,NULL,Cynthia Nixon|Jennifer Ehle|Keith Carradine|Duncan Duff,Belgium|UK,NULL,NULL,NULL,"Apr 14, 2017 (USA - Limited)",Hurricane Films|Potemkino|WeatherVane Productions
"Arabian Nights - Volume 1, The Restless One",NR,Action|Drama,8,125 min.,Miguel Gomes,NULL,Crista Alfaiate|Adriano Luz|Americo Silva|RogÃƒÂ©rio Samora,France|Germany|Portugal|Switzerland,NULL,NULL,NULL,"Dec 4, 2015 (USA - Limited)",NULL
"Arabian Nights - Volume 2, The Desolate One",NR,Drama,8,132 min.,Miguel Gomes,NULL,Crista Alfaiate|Chico Chapas|Joana de Verona|Teresa Madruga,France|Germany|Portugal|Switzerland,NULL,NULL,NULL,"Dec 11, 2015 (USA - Limited)",Komplizen Film|O Som e a FÃƒÂºria
"Arabian Nights - Volume 3, The Enchanted One",NULL,Drama,8,126 min.,Miguel Gomes,NULL,Crista Alfaiate|Americo Silva|Carloto Cotta|Jing Jing Guo,France|Germany|Portugal|Switzerland,NULL,NULL,NULL,"Dec 18, 2015 (USA - Limited)",NULL
A Rage in Harlem,R,Crime|Drama,7,108 min.,Bill Duke,NULL,Forest Whitaker|Gregory Hines|Robin Givens|Zakes Mokae,UK|USA,NULL,NULL,NULL,"May 3, 1991 (USA)",Miramax|Palace Pictures
A Raisin in the Sun,NR,Drama,10,128 min.,"Daniel Petrie, Sr.",NULL,Sidney Poitier|Claudia McNeil|Ruby Dee|Diana Sands,USA,NULL,NULL,NULL,NULL,Columbia Pictures
Archipelago,NULL,Drama,8,114 min.,Joanna Hogg,NULL,Tom Hiddleston|Kate Fahy|Amy Lloyd|Lydia Leonard,UK,NULL,NULL,NULL,NULL,NULL
Argo,R,Thriller,8,120 min.,Ben Affleck,NULL,Ben Affleck|Bryan Cranston|Alan Arkin|John Goodman,USA,NULL,NULL,NULL,"Oct 12, 2012 (USA)",GK Films|Smokehouse Pictures
Arhontes,NULL,Drama,9,NULL,Manoussos Manoussakis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Armored Car Robbery,NULL,Crime,7,68 min.,Richard Fleischer,NULL,Charles McGraw|Adele Jergens|William Talman|Douglas Fowley,USA,NULL,NULL,NULL,"Jun 7, 1950 (USA - Unknown)",RKO Pictures
Arms and the Woman,NULL,Drama|Romance,8,NULL,George Fitzmaurice,NULL,Robert Broderick|H. Cooper Cliffe|Lumsden Hare|Rosalind Ivan,USA,NULL,NULL,NULL,NULL,Astra Films|PathÃƒÂ© Gold Rooster
Army of Crime,NR,Historical Film|War,8,139 min.,Robert GuÃƒÂ©diguian,NULL,Simon Abkarian|Virginie Ledoyen|Robinson StÃƒÂ©venin|GrÃƒÂ©goire Leprince-Ringuet,France,NULL,NULL,NULL,"Aug 20, 2010 (USA - Limited)",NULL
Army of Shadows,NULL,Drama,10,140 min.,Jean-Pierre Melville,NULL,Lino Ventura|Paul Meurisse|Jean-Pierre Cassel|Simone Signoret,France|Italy,NULL,NULL,NULL,"Apr 28, 2006 (USA - Limited), Aug 28, 2015 (USA - Limited Rerelease)",Corona Films|Fono Roma|Valoria
Arrival,PG13,Drama|Science Fiction|Thriller,9,116 min.,Denis Villeneuve,NULL,Amy Adams|Jeremy Renner|Forest Whitaker|Michael Stuhlbarg,USA,NULL,NULL,NULL,"Nov 11, 2016 (USA)",21 Laps Entertainment|FilmNation Entertainment|Lava Bear Films
Arsenal,NULL,Drama,8,70 min.,Alexander Dovzhenko,NULL,Semen Svashenko|Amvrosiy Buchma|G. Khorkov|Dmitriy Erdman,USSR|Ukraine,NULL,NULL,NULL,NULL,Wufku
A Rumor of War,NULL,Drama|War,8,195 min.,Richard T. Heffron,NULL,Jeff Daniels|Christopher Mitchum|Dan Shor|Richard Bradford,USA,NULL,NULL,NULL,NULL,Charles Fries Productions
Ascendancy,NULL,Drama,8,92 min.,Edward Bennett,NULL,Julie Covington|Ian Charleson|John Phillips|Susan Engel,UK,NULL,NULL,NULL,NULL,British Film Institute|Channel 4
A Scene at the Sea,NULL,Drama,8,101 min.,Takeshi Kitano,NULL,Claude Maki|Hiroko Oshima|Sabu Kawahara,Japan,NULL,NULL,NULL,NULL,Office Kitano
Ascenseur pour l'echafaud,NULL,Thriller|Crime|Romance,8,91 min.,Louis Malle,NULL,Jeanne Moreau|Maurice Ronet|Georges Poujouly|Felix Marten,France,NULL,NULL,NULL,NULL,Lux Productions|Nouvelle Edition Francaise
A Screaming Man,NULL,Drama,8,92 min.,Mahamat-Saleh Haroun,NULL,Emile Abossolo-M'Bo|Youssouf Djaoro|Diouc Koma|DjÃƒÂ©nÃƒÂ©ba KonÃƒÂ©,Belgium|Chad|France,NULL,NULL,NULL,"Apr 13, 2011 (USA - Limited)",NULL
A Separation,PG13,Drama,8,123 min.,Asghar Farhadi,NULL,Leila Hatami|Peyman Moaadi|Shahab Hosseini|Ali-Asghar Shahbazi,Iran,NULL,NULL,NULL,"Dec 30, 2011 (USA - Limited)",NULL
Ashes and Diamonds,NULL,Drama,10,105 min.,Andrzej Wajda,NULL,Zbigniew Cybulski|Eva Krzyewska|Adam Pawlikowski|Bogumil Kobiela,Poland,NULL,NULL,NULL,NULL,Film Polski
Ashes of Vengeance,NULL,Drama|Romance,8,NULL,Frank Lloyd,NULL,Norma Talmadge|Conway Tearle|Wallace Beery|Josephine Crowell,USA,NULL,NULL,NULL,NULL,First National|Franco London Films
Ashik Kerib,NULL,Drama,8,75 min.,Dodo Abashidze|Sergei Paradjanov,NULL,Sofiko Chiaureli|Ramaz Chkhikvadze|Konstantin Stepankov|Varvara Dvalishvili,Georgia (Republic)|USSR,NULL,NULL,NULL,NULL,Gruzia Film
A Shock to the System,R,Comedy Drama|Thriller,7,88 min.,Jan Egleson,NULL,Michael Caine|Elizabeth McGovern|Peter Riegert|Swoosie Kurtz,USA,NULL,NULL,NULL,"Mar 23, 1990 (USA - Unknown)",Corsair Pictures
A Short Film About Love,NULL,Drama,8,86 min.,Krzysztof Kieslowski,NULL,Olaf Lubaszenko|Grazyna Szapolowska|Stefania Iwinska|Piotr Machalica,Poland,NULL,NULL,NULL,NULL,Tor
A Simple Life,NULL,Drama,8,117 min.,Ann Hui,NULL,Andy Lau|Deanie Ip|Qin Hailu|Evan Lam,China|Hong Kong,NULL,NULL,NULL,"Apr 13, 2012 (USA - Limited)",Bona Entertainment Co. Ltd.|Focus Films Ltd.|Sil-Metropole Organisation Ltd.
A Simple Plan,R,Drama,8,120 min.,Sam Raimi,NULL,Bill Paxton|Billy Bob Thornton|Brent Briscoe|Bridget Fonda,USA,NULL,NULL,NULL,"Dec 11, 1998 (USA)",Mutual Film Company|Savoy Pictures
A Single Man,R,Drama,8,99 min.,Tom Ford,NULL,Colin Firth|Julianne Moore|Nicholas Hoult|Matthew Goode,USA,NULL,NULL,NULL,"Dec 11, 2009 (USA - Limited)",Artina Films|Depth of Field|Fade to Black
A Soldier's Story,PG,Drama,9,101 min.,Norman Jewison,NULL,"Howard E. Rollins, Jr.|Adolph Caesar|Dennis Lipscomb|Art Evans",USA,NULL,NULL,NULL,NULL,Caldix Films|Columbia Pictures
Assa,NULL,Drama,8,150 min.,Sergei Solovyov,NULL,Sergei Bugayev|Tatyana Drubich|Stanislav Govorukhin|Dmitriy Shumilov,USSR,NULL,NULL,NULL,NULL,Mosfilm Studios
Assassination Tango,R,Thriller,7,114 min.,Robert Duvall,NULL,Robert Duvall|Kathy Baker|Luciana Pedraza|Julio Oscar Mechoso,USA,NULL,NULL,NULL,"Mar 28, 2003 (USA - Limited)",American Zoetrope|Butchers Run Films
Assassin's Creed,PG13,Action|Fantasy,8,115 min.,Justin Kurzel,NULL,Michael Fassbender|Marion Cotillard|Jeremy Irons|Brendan Gleeson,France|Hong Kong|UK|USA,NULL,NULL,NULL,"Dec 21, 2016 (USA)",DMC Films|Kennedy/Marshall|New Regency|Ratpac Entertainment|Ubisoft Motion Pictures
Assassin(s),NULL,Crime,7,134 min.,Mathieu Kassovitz,NULL,Mathieu Kassovitz|Michel Serrault|Robert Gendreu|DaniÃƒÂ¨le Lebrun,France,NULL,NULL,NULL,NULL,Canal Plus|La Sept Cinema|Lazennec Diffusion Films|MKL Distribution
A Star Is Born,PG,Drama,10,111 min.,Jack Conway|William Wellman,NULL,Janet Gaynor|Fredric March|Adolphe Menjou|May Robson,USA,NULL,NULL,NULL,"Apr 20, 1937 (USA - Unknown)",Selznick International|United Artists
