Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
08/15 - Zweiter Teil,NULL,War,6,110 min.,Paul May,NULL,O.E. Hasse|Armin Dahlen|Rainer Penkert|Emmerich Schrenk,West Germany,NULL,NULL,NULL,NULL,Divina|Gloriafilm
10 Cloverfield Lane,PG13,Science Fiction|Thriller,8,103 min.,Dan Trachtenberg,NULL,"Mary Elizabeth Winstead|John Goodman|John Gallagher, Jr.|Maya Erskine",USA,NULL,NULL,NULL,"Mar 11, 2016 (USA)",Bad Robot
10 Rillington Place,NULL,Crime|Drama,8,111 min.,Richard Fleischer,NULL,Richard Attenborough|Judy Geeson|John Hurt|Pat Heywood,UK,NULL,NULL,NULL,"Feb 10, 1971 (USA - Unknown)",Columbia Pictures
127 Hours,R,Drama,8,94 min.,Danny Boyle,NULL,James Franco|Amber Tamblyn|Kate Mara|Kate Burton,UK|USA,NULL,NULL,NULL,"Nov 5, 2010 (USA - Limited)",Cloud Eight Films|Darlow Smithson|Decibel Pictures
12 Angry Men,NULL,Drama,9,95 min.,Sidney Lumet,NULL,"Henry Fonda|Lee J. Cobb|Ed Begley, Sr.|E.G. Marshall",USA,NULL,NULL,NULL,NULL,Orion-Nova Productions|United Artists
12 Years a Slave,R,Drama,8,133 min.,Steve McQueen,NULL,Chiwetel Ejiofor|Michael Fassbender|Brad Pitt|Benedict Cumberbatch,USA,NULL,NULL,NULL,"Oct 18, 2013 (USA - Limited)",Film4|New Regency Production|Plan B|River Road Entertainment
13 Hours: The Secret Soldiers of Benghazi,R,Drama|War,6,144 min.,Michael Bay,NULL,John Krasinski|Pablo Schreiber|James Badge Dale|Max Martini,USA,NULL,NULL,NULL,"Jan 15, 2016 (USA)",NULL
13 Minutes,R,Drama|War,6,114 min.,Oliver Hirschbiegel,NULL,Christian Friedel|Johann von BÃƒÂ_low|Felix Eitner|RÃƒÂ_diger Klink,Germany,NULL,NULL,NULL,"Jun 30, 2017 (USA - Limited)",Delphi Medien|Lucky Bird Pictures|Philipp Filmproduction
13 Tzameti,NULL,Thriller,7,93 min.,GÃƒÂ©la Babluani,NULL,Georges Babluani|AurÃƒÂ©lien Recoing|Pascal Bongard|Philippe Passon,France,NULL,NULL,NULL,"Jul 28, 2006 (USA - Limited)",Les Films de la Strada
16 Blocks,PG13,Crime,7,101 min.,Richard Donner,NULL,Bruce Willis|Mos Def|David Morse|Jenna Stern,Germany|USA,NULL,NULL,NULL,"Mar 3, 2006 (USA)",Alcon Entertainment|Cheyenne Productions|Emmett/Furla Films|Equity Pictures Medienfonds|Millennium Films|Nu Image Entertainment
20th Century Women,R,Comedy Drama|Drama,9,118 min.,Mike Mills,NULL,Annette Bening|Elle Fanning|Greta Gerwig|Lucas Jade Zumann,USA,NULL,NULL,NULL,"Dec 25, 2016 (USA - Limited), Jan 20, 2017 (USA - Expanding)",Annapurna Pictures|Archer Gray
21 Grams,R,Drama,8,125 min.,Alejandro GonzÃƒÂ¡lez IÃƒÂ±ÃƒÂ¡rritu,NULL,Sean Penn|Benicio Del Toro|Naomi Watts|Charlotte Gainsbourg,USA,NULL,NULL,NULL,"Nov 21, 2003 (USA - Limited)",This is That Productions|Y Productions
21 Jump Street,R,Action|Comedy,9,109 min.,Phil Lord|Christopher Miller,NULL,Jonah Hill|Channing Tatum|Brie Larson|Dave Franco,USA,NULL,NULL,NULL,"Mar 16, 2012 (USA)",Original Film|SJC Studios
22 Jump Street,R,Action|Comedy,9,112 min.,Phil Lord|Christopher Miller,NULL,Jonah Hill|Channing Tatum|Peter Stormare|Ice Cube,USA,NULL,NULL,NULL,"Jun 13, 2014 (USA)",Cannell Studios|Original Film
2LDK,NULL,Thriller,7,90 min.,Yukihiko Tsutsumi,NULL,Maho Nonami,Japan,NULL,NULL,NULL,NULL,Duel Film Partners|Office Crescendo
35 Rhums,NULL,Drama,8,100 min.,Claire Denis,NULL,Alex Descas|Mati Diop|GrÃƒÂ©goire Colin|Nicole Dogue,France|Germany,NULL,NULL,NULL,"Sep 16, 2009 (USA - Limited)",ARTE France Cinema|Pandora Film|Soudaine Compagnie
3 Women,PG,Drama,8,125 min.,Robert Altman,NULL,Shelley Duvall|Sissy Spacek|Janice Rule|Robert Fortier,USA,NULL,NULL,NULL,NULL,20th Century Fox
45 Years,R,Drama|Romance,9,95 min.,Andrew Haigh,NULL,Charlotte Rampling|Tom Courtenay|Dolly Wells|Geraldine James,UK,NULL,NULL,NULL,"Dec 23, 2015 (USA - Limited)",NULL
48 Hrs.,R,Action,8,96 min.,Walter Hill,NULL,Nick Nolte|Eddie Murphy|Annette O'Toole|Frank McRae,USA,NULL,NULL,NULL,NULL,Lawrence Gordon Productions|Paramount
"4 Months, 3 Weeks and 2 Days",NR,Drama,10,113 min.,Cristian Mungiu,NULL,Anamaria Marinca|Laura Vasiliu|Vlad Ivanov|Alexandru Potocean,Netherlands|Romania,NULL,NULL,NULL,"Jan 25, 2008 (USA - Limited)",Mobra Films
711 Ocean Drive,NULL,Crime,8,102 min.,Joseph Newman,NULL,Edmond O'Brien|Joanne Dru|Don Porter|Sammy White,USA,NULL,NULL,NULL,"Jul 1, 1950 (USA - Unknown)",Columbia Pictures
'71,R,Drama,8,99 min.,Yann Demange,NULL,Jack O'Connell|Sam Reid|Sean Harris|Richard Dormer,UK,NULL,NULL,NULL,NULL,NULL
7 Boxes,NR,Thriller,8,105 min.,Juan Carlos Maneglia|Tana SchÃƒÂ©mbori,NULL,Paletita|Manuel Portillo,Paraguay,NULL,NULL,NULL,"Feb 7, 2014 (USA - Limited)",Maneglia SchÃƒÂ©mbori Realizadores
8 1/2,NULL,Comedy Drama|Drama,10,135 min.,Federico Fellini,NULL,Marcello Mastroianni|Claudia Cardinale|Sandra Milo|Rossella Falk,France|Italy,NULL,NULL,NULL,NULL,NULL
8 Mile,R,Drama,8,110 min.,Curtis Hanson,NULL,Eminem|Kim Basinger|Brittany Murphy|Mekhi Phifer,USA,NULL,NULL,NULL,"Nov 8, 2002 (USA)",Brian Grazer|Curtis Hanson|Imagine Entertainment|Universal
99 Homes,R,Drama,8,112 min.,Ramin Bahrani,NULL,Andrew Garfield|Michael Shannon|Laura Dern|Noah Lomax,USA,NULL,NULL,NULL,"Sep 25, 2015 (USA - Limited)",NULL
9,PG13,Action|Science Fiction,8,79 min.,Shane Acker,NULL,Christopher Plummer|Martin Landau|John C. Reilly|Crispin Glover,USA,NULL,NULL,NULL,"Sep 9, 2009 (USA - Limited)",Focus Features
A Beautiful Mind,PG13,Drama,8,134 min.,Ron Howard,NULL,Russell Crowe|Jennifer Connelly|Ed Harris|Paul Bettany,USA,NULL,NULL,NULL,"Dec 21, 2001 (USA - Limited)",DreamWorks|Imagine Entertainment|Universal
Abel Gance's Beethoven,NULL,Drama,8,135 min.,Abel Gance,NULL,Harry Baur|Annie Ducaux|Jany Holt|Jean-Louis Barrault,France,NULL,NULL,NULL,"Jan 15, 1937 (USA - Unknown)",Generales Productions
A Better Tomorrow,NULL,Crime,9,95 min.,John Woo,NULL,Chow Yun-Fat|Leslie Cheung|Ti Lung|Emily Chu,Hong Kong,NULL,NULL,NULL,NULL,Cinema City & Film Company|Film Workshop
A Bigger Splash,R,Crime|Drama|Mystery,7,124 min.,Luca Guadagnino,NULL,Ralph Fiennes|Dakota Johnson|Matthias Schoenaerts|Tilda Swinton,France|Italy,NULL,NULL,NULL,"May 4, 2016 (USA - Limited)",Cota Films|Frenesy Films|StudioCanal
A Borrowed Life,R,Drama,8,165 min.,Jiang Pao-Teh|Wu Nien-Chen,NULL,Mei Fang,Taiwan,NULL,NULL,NULL,"May 31, 1994 (USA - Unknown)",Chang Shu A&V; Company|Long Shong Films International
Above Us the Waves,NULL,War,8,92 min.,Ralph Thomas,NULL,John Mills|John Gregson|Donald Sinden|Michael Medwin,UK,NULL,NULL,NULL,"Mar 29, 1955 (USA - Unknown)",General Film Distributors|J. Arthur Rank Productions|Republic
"A Boy, a Girl, and A Dog",NULL,Children's/Family|War,6,51 min.,Herbert Kline,NULL,Jerry Hunter|Sharyn Moffett|Harry Davenport|Lionel Stander,USA,NULL,NULL,NULL,"Jul 1, 1946 (USA - Unknown)",Film Classics|W.R. Frank
Abraham Lincoln: Vampire Hunter,R,Action|Fantasy,8,105 min.,Timur Bekmambetov,NULL,Benjamin Walker|Dominic Cooper|Anthony Mackie|Mary Elizabeth Winstead,USA,NULL,NULL,NULL,"Jun 22, 2012 (USA - 3D), Jun 22, 2012 (USA)",Abraham Productions|Bazelevs Production|Dune Entertainment|Tim Burton Productions
A Bridge Too Far,R,War,8,175 min.,Richard Attenborough,NULL,Dirk Bogarde|James Caan|Michael Caine|Sean Connery,UK,NULL,NULL,NULL,NULL,United Artists
A Brief Vacation,R,Drama,8,110 min.,Vittorio De Sica,NULL,Hugo Blanco|Miranda Campa|Angela Cardile|Anna Carena,Italy,NULL,NULL,NULL,NULL,CIC
A Brighter Summer Day,NULL,Drama,10,236 min.,Edward Yang,NULL,Chang Kuo-Shu|Elaine Jin|Wang Juan|Chang Han,Taiwan,NULL,NULL,NULL,NULL,Jane Balfour Films|Yang & His Gang Filmmakers
A Bronx Tale,R,Drama,8,122 min.,Robert De Niro,NULL,Robert De Niro|Chazz Palminteri|Lillo Brancato Jr.|Francis Capra,USA,NULL,NULL,NULL,"Sep 29, 1993 (USA - Unknown)",Savoy Pictures
Absence of Malice,PG,Drama,8,116 min.,Sydney Pollack,NULL,Paul Newman|Sally Field|Bob Balaban|Melinda Dillon,USA,NULL,NULL,NULL,"Nov 19, 1981 (USA - Limited), Dec 18, 1981 (USA)",Columbia Pictures
Absolute Power,R,Thriller,7,120 min.,Clint Eastwood,NULL,Clint Eastwood|Gene Hackman|Ed Harris|Laura Linney,USA,NULL,NULL,NULL,"Feb 14, 1997 (USA)",Castle|Columbia Pictures|Malpaso Production|Rank|Sony Pictures Entertainment|Turner
A Case of Deadly Force,NULL,Drama,8,95 min.,Michael Miller,NULL,John Shea|Lorraine Toussaint|Tom Isbell|Dylan Baker,USA,NULL,NULL,NULL,"Apr 9, 1986 (USA - Unknown)",Telecom Entertainment
Accattone,NULL,Drama,8,116 min.,Pier Paolo Pasolini,NULL,Franco Citti|Silvana Corsini|Franca Pasut|Adele Cambria,Italy,NULL,NULL,NULL,NULL,Water Bearer Films
A Christmas Tale,NR,Drama,9,150 min.,Arnaud Desplechin,NULL,Catherine Deneuve|Jean-Paul Roussillon|Anne Consigny|Mathieu Amalric,France,NULL,NULL,NULL,"Nov 14, 2008 (USA - Limited)",Why Not Productions
A Christmas to Remember,NULL,Drama,8,96 min.,George Englund,NULL,Bryan Englund|George Perry|Eva Marie Saint|Joanne Woodward,USA,NULL,NULL,NULL,NULL,George Englund Productions
Acolytes,NR,Thriller,7,91 min.,Jon Hewitt,NULL,Joel Edgerton|Sebastian Gregory|Hanna Mangan-Lawrence|Joshua Payne,Australia,NULL,NULL,NULL,"May 13, 2011 (USA - Limited)",NULL
Across the Pacific,NR,War,6,97 min.,John Huston,NULL,Humphrey Bogart|Sydney Greenstreet|Mary Astor|Charles Halton,USA,NULL,NULL,NULL,NULL,Warner Brothers
A Cry for Help: The Tracey Thurman Story,NULL,Drama,8,96 min.,Robert Markowitz,NULL,Nancy McKeon|Bruce Weitz|Dale Midkiff|Yvette Heyden,USA,NULL,NULL,NULL,NULL,AUTL Productions
A Cry in the Dark,PG13,Drama,8,120 min.,Fred Schepisi,NULL,Lewis Fitz-Gerald|Meryl Streep|Bruce Myles|Sam Neill,Australia|USA,NULL,NULL,NULL,"Nov 11, 1988 (USA)",Cannon Group|Cinema Verity|Golan-Globus Productions
Action in the North Atlantic,NR,War,6,126 min.,Lloyd Bacon,NULL,Humphrey Bogart|Raymond Massey|Ruth Gordon|Alan Hale,USA,NULL,NULL,NULL,"May 21, 1943 (USA - Unknown)",Warner Brothers
Act of Violence,NULL,Drama,8,82 min.,Fred Zinnemann,NULL,Van Heflin|Robert Ryan|Janet Leigh|Phyllis Thaxter,USA,NULL,NULL,NULL,"Dec 21, 1948 (USA - Unknown)",MGM
Adada,NULL,Drama,8,120 min.,Im Kwon-Taek,NULL,Shin Hye-Soo|Han Ji-Il|Lee Kyung-Young,South Korea,NULL,NULL,NULL,NULL,Hwa Chun Trading Co.
Adam,NULL,Drama,8,100 min.,Michael Tuchner,NULL,Daniel J. Travanti|JoBeth Williams|John Boston|Martha Scott,USA,NULL,NULL,NULL,NULL,Alan Landsburg Productions
Adam's Woman,NULL,Drama,8,116 min.,Philip Leacock,NULL,Beau Bridges|Jane Merrow|John Mills|James Booth,Australia,NULL,NULL,NULL,NULL,Warner Brothers
Adela,NR,Drama,8,90 min.,Adolfo Alix Jr.,NULL,Anita Linda|Joem Bascon|Jason Abalos|Angeli Bayani,Philippines,NULL,NULL,NULL,"Oct 16, 2009 (USA - Limited)",Bicycle Pictures
A Delicate Balance,PG,Drama,8,132 min.,Tony Richardson,NULL,Sam Waterston|Katharine Hepburn|Paul Scofield|Lee Remick,USA,NULL,NULL,NULL,NULL,American Film Theatre
Adj kirÃƒÂ¡ly katonÃƒÂ¡t!,NULL,Drama,8,115 min.,Pal ErdÃƒÂ¶ss,NULL,Erika Ozsda,Hungary,NULL,NULL,NULL,NULL,Hungarofilm|Mafilm|TÃƒÂ¡rsulÃƒÂ¡s FilmstÃƒÂºdiÃƒÂ_
A Dog of Flanders,NULL,Children's/Family|Drama,8,96 min.,James B. Clark,NULL,David Ladd|Donald Crisp|Theodore Bikel|Max Croiset,USA,NULL,NULL,NULL,"Mar 17, 1959 (USA - Unknown)",20th Century Fox
A Doll's House,NULL,Drama|Theater,8,NULL,Joseph de Grasse|Maurice Tourneur,NULL,Warren Cook|Elsie Ferguson|Douglas Redmond|Lon Chaney,USA,NULL,NULL,NULL,NULL,Paramount
Adoption,NULL,Drama,8,89 min.,MÃƒÂ¡rta MÃƒÂ©szÃƒÂ¡ros,NULL,Kati Berek|Laszlo Szabo|Flora Kadar,Hungary,NULL,NULL,NULL,NULL,Hungarofilm
A Double Life,NULL,Drama|Mystery,8,103 min.,George Cukor,NULL,Ronald Colman|Whit Bissell|Betsy Blair|Signe Hasso,USA,NULL,NULL,NULL,NULL,Universal
A Dry White Season,R,Drama,8,107 min.,Euzhan Palcy,NULL,Donald Sutherland|Winston Ntshona|Zakes Mokae|Susan Sarandon,UK|USA,NULL,NULL,NULL,"Sep 20, 1989 (USA)",MGM
Advise and Consent,NR,Drama,8,139 min.,Otto Preminger,NULL,Henry Fonda|Charles Laughton|Don Murray|Walter Pidgeon,USA,NULL,NULL,NULL,"Jun 6, 1962 (USA - Unknown)",Columbia Pictures|Otto Preminger Productions
A Face in the Crowd,NULL,Drama,8,126 min.,Elia Kazan,NULL,Andy Griffith|Patricia Neal|Anthony Franciosa|Walter Matthau,USA,NULL,NULL,NULL,"May 28, 1957 (USA - Unknown)",Newtown|Warner Brothers
A Farewell to Arms,NR,Drama|War,6,152 min.,John Huston|Charles Vidor,NULL,Rock Hudson|Jennifer Jones|Vittorio De Sica|Alberto Sordi,USA,NULL,NULL,NULL,NULL,20th Century Fox
A Farewell to Arms,NULL,War,8,85 min.,Frank Borzage,NULL,Gary Cooper|Helen Hayes|Adolphe Menjou|Mary Philips,USA,NULL,NULL,NULL,"Dec 8, 1932 (USA)",Paramount
Aferim!,NULL,Adventure|Comedy|Drama|Historical Film,8,108 min.,Radu Jude,NULL,Teodor Corban|Mihai Comanoiu|Alexandru Dabija|Alexandru Bindea,Bulgaria|Czech Republic|France|Romania,NULL,NULL,NULL,"Jan 22, 2016 (USA - Limited)",Endorfilm|EZ Films|HI Film|Klas Film
Affliction,R,Drama,8,113 min.,Paul Schrader,NULL,Nick Nolte|James Coburn|Sissy Spacek|Willem Dafoe,USA,NULL,NULL,NULL,"Dec 30, 1998 (USA)",Kingsgate Films|Largo Entertainment
A Field in England,NULL,Drama|Horror,8,90 min.,Ben Wheatley,NULL,Reece Shearsmith|Michael Smiley|Julian Barratt|Peter Ferdinando,UK,NULL,NULL,NULL,"Feb 7, 2014 (USA - Limited)",Film4.0|Rook Films
Afirma Pereira,NULL,Drama,8,105 min.,Roberto Faenza,NULL,Marcello Mastroianni|Joaquim de Almeida|Daniel Auteuil|Nicoletta Braschi,Italy|Portugal,NULL,NULL,NULL,NULL,NULL
A Friendship in Vienna,NULL,Drama|War,7,100 min.,Arthur A. Seidelman,NULL,"Rosemary Forsyth|Ferdinand ""Ferdy"" Mayne|Jane Alexander|Ed Asner",USA,NULL,NULL,NULL,NULL,Finnegan-Pinchuk Productions
"After Dark, My Sweet",R,Crime,8,114 min.,James Foley,NULL,Jason Patric|Rachel Ward|Bruce Dern|George Dickerson,USA,NULL,NULL,NULL,"Aug 24, 1990 (USA)",Avenue Entertainment
Afterimage,NULL,Drama,8,98 min.,Andrzej Wajda,NULL,Boguslaw Linda|Aleksandra Justa|Szymon Bobrowski|Mariusz Bonaszewski,Poland,NULL,NULL,NULL,"May 19, 2017 (USA - Limited)",Akson Studio
After the Wedding,R,Drama,8,119 min.,Susanne Bier,NULL,Mads Mikkelsen|Rolf LassgÃƒÂ¥rd|Sidse Babett Knudsen|Stine Fischer Christensen,Denmark|UK,NULL,NULL,NULL,"Mar 30, 2007 (USA - Limited)",After The Wedding|DR|Invicta Capital|Nordisk Film|Sigma Films|Sveriges Television|Zentropa Entertainment
A Funny Dirty Little War,NULL,Comedy Drama|War,6,80 min.,Hector Olivera,NULL,Federico Luppi|Ulises Dumont|Julio de Grazia|Rodolfo Ranni,Argentina,NULL,NULL,NULL,NULL,Aries Cinematografica Argentina
A Gathering of Eagles,NULL,Drama|War,6,115 min.,Delbert Mann,NULL,Rock Hudson|Rod Taylor|Mary Peach|Barry Sullivan,USA,NULL,NULL,NULL,"Jun 21, 1963 (USA - Unknown)",Sy Bartlett|Universal
A Gathering of Old Men,NULL,Drama,8,91 min.,Volker SchlÃƒÂ¶ndorff,NULL,Papa John Creach|Lenore Banks|Walter Breaux|Rosanna Carter,USA|West Germany,NULL,NULL,NULL,NULL,CBS
A Generation,NULL,Drama|War,8,90 min.,Andrzej Wajda,NULL,Tadeusz Lomnicki|Urszula Modrzinska|Tadeusz Janczar|Roman Polanski,Poland,NULL,NULL,NULL,NULL,Zespol Filmowy Kadr
A Gentle Woman,NULL,Drama,8,88 min.,Robert Bresson,NULL,Dominique Sanda|Guy Frangin|Jane Lobre,France,NULL,NULL,NULL,NULL,Marianne Productions|Paramount|Parc Films
Age of Consent,NULL,Drama,8,98 min.,Michael Powell,NULL,Helen Mirren|Jack MacGowran|Antonia Katsaros|Harold Hopkins,Australia,NULL,NULL,NULL,"Mar 27, 1969 (USA - Unknown)",Columbia Pictures
A Girl Walks Home Alone at Night,NULL,Horror|Romance|Thriller,8,100 min.,Ana Lily Amirpour,NULL,Sheila Vand|Arash Marandi|Mozhan MarnÃƒÂ_|Dominic Rains,USA,NULL,NULL,NULL,"Nov 21, 2014 (USA - Limited)",NULL
Agora,R,Drama|Epic,8,126 min.,Alejandro AmenÃƒÂ¡bar,NULL,Rachel Weisz|Max Minghella|Oscar Isaac|Ashraf Barhom,Spain|USA,NULL,NULL,NULL,"May 28, 2010 (USA - Limited)",Himenoptero|Mod Prods.|Sogecable|Telecinco Cinema
A Guy Named Joe,NULL,Fantasy|Romance|War,8,121 min.,Victor Fleming,NULL,Spencer Tracy|Irene Dunne|Van Johnson|Ward Bond,USA,NULL,NULL,NULL,"Dec 23, 1943 (USA - Unknown)",MGM
ÃƒÂçgy jÃƒÂ¶ttem,NULL,War,8,98 min.,MiklÃƒÂ_s JancsÃƒÂ_,NULL,Andras Kozak,Hungary,NULL,NULL,NULL,NULL,Mafilm
A Handful of Dust,PG,Drama,8,114 min.,Charles Sturridge,NULL,James Wilby|Kristin Scott Thomas|Rupert Graves|Anjelica Huston,UK,NULL,NULL,NULL,"Jun 24, 1988 (USA)",London Weekend Television|New Line Cinema|Stagescreen
A Hard Day,NR,Action,8,111 min.,Kim Seong-hun,NULL,Lee Sun-Gyun,South Korea,NULL,NULL,NULL,"Jul 17, 2015 (USA - Limited)",NULL
A Hatful of Rain,NULL,Drama,8,109 min.,Fred Zinnemann,NULL,Eva Marie Saint|Don Murray|Anthony Franciosa|Lloyd Nolan,USA,NULL,NULL,NULL,NULL,20th Century Fox
A Hijacking,R,Thriller,8,99 min.,Tobias Lindholm,NULL,SÃƒÂ¸ren Malling|Pilou AsbÃƒÂ_k|Dar Salim|Gary Skjoldmose Porter,Denmark,NULL,NULL,NULL,"Jun 21, 2013 (USA - Limited)",Nordisk Film
A History of Violence,R,Thriller,9,96 min.,David Cronenberg,NULL,Viggo Mortensen|Maria Bello|Ashton Holmes|William Hurt,Canada|UK,NULL,NULL,NULL,"Sep 23, 2005 (USA - Limited)",Benderspink
Ain't Them Bodies Saints,R,Drama,8,105 min.,David Lowery,NULL,Rooney Mara|Casey Affleck|Ben Foster|Keith Carradine,USA,NULL,NULL,NULL,"Aug 16, 2013 (USA - Limited)",Parts & Labor|Upload Films
Ajami,NULL,Drama,8,120 min.,Scandar Copti|Yaron Shani,NULL,Shahir Kabaha|Ibrahim Frege|Fouad Habash|Youssef Sahwani,Germany|Israel,NULL,NULL,NULL,"Feb 3, 2010 (USA - Limited)",Inosan Productions|Ltd.|Twenty Twenty Vision Filmproductions
Aje Aje Bara Aje,NULL,Drama,8,NULL,Im Kwon-Taek,NULL,Kang Soo-Yeon|Yu In-chon|Han Ji-Il,South Korea,NULL,NULL,NULL,NULL,Tae Hung Productions
Akai Tenshi,NULL,Drama|War,8,95 min.,Yasuzo Masumura,NULL,Ayako Wakao|Shinsuke Ashida|Yasuke Kawazu|Jotaro Senba,Japan,NULL,NULL,NULL,NULL,NULL
A Kedves SzomszÃƒÂ©d,NULL,Drama,8,90 min.,Zsolt KÃƒÂ©zdi-KovÃƒÂ¡cs,NULL,Laszlo Szabo|Lajos SzabÃƒÂ_|Margit Dayka|Agi Margittay,Hungary,NULL,NULL,NULL,NULL,Hungarofilm|Mafilm|ObjektÃƒÂ_v FilmstÃƒÂºdiÃƒÂ_
Akeelah and the Bee,PG,Drama,8,112 min.,Doug Atchison,NULL,Laurence Fishburne|Angela Bassett|Keke Palmer|Curtis Armstrong,USA,NULL,NULL,NULL,"Apr 28, 2006 (USA)",Cinema Gypsy Productions|Lionsgate|Out of the Blue Entertainment|Reactor Films
Alexandra,NR,Drama,9,94 min.,Alexander Sokurov,NULL,Galina Vishnevskaya|Vasily Shevtsov|Raisa Gichaeva|Andrei Bogdanov,France|Russia,NULL,NULL,NULL,"Mar 28, 2008 (USA - Limited)",Proline Film
Alexandra's Project,NULL,Thriller,7,103 min.,Rolf de Heer,NULL,Gary Sweet|Helen Buday|Bogdan Koca,Australia,NULL,NULL,NULL,"Feb 18, 2005 (USA - Limited)",Australian Film Commission|Fandango Australia|Palace Films|South Australian Film Corporation|Vertigo Productions
Alexandria ...Why?,NULL,Drama,8,133 min.,Youssef Chahine,NULL,Nagla Fathi|Fareed Shawki|Ezzat El Alaily|Gerry Sundquist,Algeria|Egypt,NULL,NULL,NULL,NULL,Misr International Film Company
Alice Adams,NULL,Romance|Drama,8,99 min.,George Stevens,NULL,Katharine Hepburn|Fred MacMurray|Fred Stone|Evelyn Venable,USA,NULL,NULL,NULL,"Aug 15, 1935 (USA - Unknown)",Pandro S. Berman|RKO Pictures
Alice Doesn't Live Here Anymore,PG,Drama,9,112 min.,Martin Scorsese,NULL,Ellen Burstyn|Kris Kristofferson|Alfred Lutter|Billy Green Bush,USA,NULL,NULL,NULL,NULL,Warner Brothers
"Alice, Sweet Alice",R,Crime|Thriller,7,108 min.,Alfred Sole,NULL,Linda G. Miller|Mildred Clinton|Paula Sheppard|Niles McMaster,USA,NULL,NULL,NULL,"Nov 13, 1976 (USA - Unknown)",Allied Artists|Harristown Funding|Hemdale
Ali: Fear Eats the Soul,NULL,Drama,8,94 min.,Rainer Werner Fassbinder,NULL,Brigitte Mira|El Hedi Ben Salem|Barbara Valentin|Irm Hermann,West Germany,NULL,NULL,NULL,NULL,Filmverlag der Autoren|Tango Films
A Little Princess,G,Children's/Family|Drama,8,97 min.,Alfonso CuarÃƒÂ_n,NULL,Eleanor Bron|Liam Cunningham|Liesel Matthews|Rusty Schwimmer,USA,NULL,NULL,NULL,"May 10, 1995 (USA - Unknown)",Warner Brothers
All Creatures Great and Small,NULL,Drama,9,92 min.,Claude Whatham,NULL,Anthony Hopkins|Simon Ward|Lisa Harrow|Brian Stirner,UK|USA,NULL,NULL,NULL,"May 9, 1975 (USA - Unknown)",EMI|Venedon
Allied,R,Drama|Thriller,8,124 min.,Robert Zemeckis,NULL,Brad Pitt|Marion Cotillard|Jared Harris|Simon McBurney,USA,NULL,NULL,NULL,"Nov 23, 2016 (USA)",GK Films|Huahua Media
All Is Lost,PG13,Thriller,9,106 min.,J.C. Chandor,NULL,Robert Redford,USA,NULL,NULL,NULL,"Oct 18, 2013 (USA - Limited)",Before The Door Productions|Black Bear Pictures|Treehouse Pictures|Washington Square Films
Allonsanfan,NULL,Drama,8,100 min.,Paolo Taviani|Vittorio Taviani,NULL,Marcello Mastroianni|Lea Massari|Laura Betti|Bruno Cirino,Italy,NULL,NULL,NULL,NULL,NULL
All Quiet on the Western Front,NULL,War,10,103 min.,Lewis Milestone,NULL,Lew Ayres|Louis Wolheim|John Wray|Raymond Griffith,USA,NULL,NULL,NULL,NULL,Universal
All That Heaven Allows,NULL,Drama|Romance,8,89 min.,Douglas Sirk,NULL,Jane Wyman|Rock Hudson|Agnes Moorehead|Conrad Nagel,USA,NULL,NULL,NULL,"Aug 25, 1955 (USA - Unknown)",Ross Hunter Productions|Universal
All That Jazz,R,Drama|Musical,9,123 min.,Bob Fosse,NULL,Roy Scheider|Jessica Lange|Ann Reinking|Cliff Gorman,USA,NULL,NULL,NULL,NULL,20th Century Fox|Columbia Pictures
All That She Wants,NULL,Drama,8,106 min.,Denis CÃƒÂ´tÃƒÂ©,NULL,Normand Levesque|Laurent Lucas|Nicolas Canuel,Canada,NULL,NULL,NULL,NULL,NULL
All the King's Men,NULL,Drama,9,109 min.,Robert Rossen,NULL,Broderick Crawford|John Derek|Joanne Dru|John Ireland,USA,NULL,NULL,NULL,"Nov 8, 1949 (USA)",Columbia Pictures
All the King's Men,NULL,War,7,120 min.,Julian Jarrold,NULL,David Jason|Patrick Malahide|Maggie Smith|Ian McDiarmid,UK|USA,NULL,NULL,NULL,NULL,BBC America|PBS|WGBH Boston
All the Mornings of the World,NULL,Drama,8,114 min.,Alain Corneau,NULL,Jean-Pierre Marielle|Anne Brochet|Guillaume Depardieu|Caroline Sihol,France,NULL,NULL,NULL,NULL,Canal Plus|CNC|DD Productions|Divali Films|Film Par Film|France 3 Cinema|Paravision International|Societe d'Exploitation ed de Distribution de Films
All the President's Men,PG,Drama,10,138 min.,Alan J. Pakula,NULL,Dustin Hoffman|Robert Redford|Jack Warden|Martin Balsam,USA,NULL,NULL,NULL,NULL,Warner Brothers
All the Rivers Run,NULL,Adventure|Drama,9,274 min.,Pino Amenta|George Miller,NULL,Sigrid Thornton|Dinah Shearing|William Upjohn|Cliff Ellen,Australia,NULL,NULL,NULL,NULL,NULL
Almayer's Folly,NR,Drama,9,127 min.,Chantal Akerman,NULL,Stanislas Merhar,Belgium|France,NULL,NULL,NULL,"Aug 10, 2012 (USA - Limited)",NULL
