Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Fool's Gold,PG-13,Action|Adventure|Comedy,5.7,1h 52min,Andy Tennant,John Claflin|Daniel Zelman,Matthew McConaughey|Kate Hudson|Donald Sutherland,USA,English,"$70,000,000 ","$111,231,041 ",8 February 2008 (USA),Warner Bros.|De Line Pictures
Johnny English,PG,Action|Adventure|Comedy,6.1,1h 27min,Peter Howitt,Neal Purvis|Robert Wade,Rowan Atkinson|John Malkovich|Natalie Imbruglia,UK|UK|UK,English|French|Japanese,"$35,000,000 ","$160,583,018 ",18 July 2003 (USA),Universal Pictures|StudioCanal|Working Title Films
S.M.A.R.T. Chase,NULL,Action|Adventure|Crime,4.2,1h 35min,Charles Martin,Kevin Bernhardt,Orlando Bloom|Hannah Quinlivan|Lynn Hung,China,English|Chinese,"$30,000,000 ",NULL,30 September 2017 (China),Bliss Media
Gargoyles,TV-PG,Animation|Action|Adventure,8.1,30min,NULL,NULL,Keith David|Salli Richardson-Whitfield|Jeff Bennett,USA,English,NULL,NULL,24 October 1994 (USA),Buena Vista Television|Disney Television Animation|Walt Disney Animation Japan
Tomb Raider,NULL,Action|Adventure|Drama,9,NULL,Noah Hughes,Toby Gard|Rhianna Pratchett,Camilla Luddington|Robin Atkin Downes|Cooper Thornton,USA,English|Russian|Japanese,NULL,NULL,5 March 2013 (USA),Crystal Dynamics|White Noise Factory
Agent Cody Banks,PG,Action|Adventure|Comedy,5.1,1h 42min,Harald Zwart,Ashley Miller|Zack Stentz,Frankie Muniz|Hilary Duff|Andrew Francis,USA|USA,English,"$26,000,000 ","$10,695,398,",14 March 2003 (USA),Metro-Goldwyn-Mayer (MGM)|Splendid Pictures|Maverick Films
Hot Shots!,PG-13,Action|Comedy,6.7,1h 24min,Jim Abrahams,Jim Abrahams|Pat Proft,Charlie Sheen|Cary Elwes|Valeria Golino,USA,English,"$26,000,000 ","$181,096,164 ",31 July 1991 (USA),Twentieth Century Fox
Max Steel,PG-13,Action|Adventure|Family,4.6,1h 32min,Stewart Hendler,Christopher Yost,Ben Winchell|Josh Brener|Maria Bello,UK|UK,English,"$10,000,000 ","$3,771,397,",14 October 2016 (USA),Dolphin Entertainment|Ingenious Media|Mattel Entertainment
The Devil's Own,R,Action|Crime|Drama,6.1,1h 51min,Alan J. Pakula,Kevin Jarre|David Aaron Cohen,Harrison Ford|Brad Pitt|Margaret Colin,USA,English,"$86,000,000 ","$140,807,547 ",26 March 1997 (USA),Columbia Pictures Corporation
Revolt,R,Action|Sci-Fi|War,5.2,1h 27min,Joe Miale,Rowan Athale|Joe Miale,Lee Pace|BÌ©rÌ©nice Marlohe|Jason Flemyng,UK,English,"$4,000,000 ",NULL,1 July 2017 (Japan),POW Movie|42|Tea Shop & Film Company
The Way of the Dragon,R,Action|Adventure|Crime,7.3,1h 30min,Bruce Lee,Bruce Lee,Bruce Lee|Chuck Norris|Nora Miao,Hong Kong|Hong Kong,Mandarin|Cantonese|English|Italian,"$130,000 ","$1,157,316,",14 August 1972 (USA),Concord Productions|Golden Harvest Company
The Tick,TV-Y7,Animation|Action|Adventure,7.9,30min,NULL,NULL,Townsend Coleman|Micky Dolenz|Rob Paulsen,USA,English,NULL,NULL,1994 (USA),20th Century Fox Television|Fox Children's Network Inc.|Fox Children's Productions
Surrogates,PG-13,Action|Crime|Mystery,6.3,1h 29min,Jonathan Mostow,Michael Ferris|John Brancato,Bruce Willis|Radha Mitchell|Ving Rhames,USA,English,"$80,000,000 ","$122,444,772 ",25 September 2009 (USA),Touchstone Pictures|Mandeville Films|Top Shelf Productions
PJ Masks,TV-Y,Animation|Action|Adventure,6.7,24min,NULL,NULL,Kyle Breitkopf|Addison Holley|Jacob Ewaniuk,France|France,French|English,NULL,NULL,18 September 2015 (USA),Frog Box|Entertainment One|France TÌ©lÌ©visions
Graceland,NULL,Action|Crime|Drama,7.7,42min,NULL,NULL,Daniel Sunjata|Aaron Tveit|Vanessa Ferlito,USA,English,NULL,NULL,2013 (USA),Fox Television Studios
First Knight,PG-13,Action|Adventure|Romance,5.9,2h 14min,Jerry Zucker,Lorne Cameron|David Hoselton,Sean Connery|Richard Gere|Julia Ormond,USA|USA,English,"$55,000,000 ","$127,600,435 ",7 July 1995 (USA),Columbia Pictures Corporation|First Knight Productions
Jason X,R,Action|Horror|Sci-Fi,4.4,1h 31min,James Isaac,Victor Miller|Todd Farmer,Kane Hodder|Lexa Doig|Jeff Geddis,USA|USA,English,"$11,000,000 ","$3,830,243 ",26 April 2002 (USA),New Line Cinema|Crystal Lake Entertainment|Friday X Productions
Convoy,PG,Action|Drama,6.3,1h 50min,Sam Peckinpah,Bill Norton,Kris Kristofferson|Ali MacGraw|Ernest Borgnine,USA,English,"$12,000,000 ",NULL,10 June 1978 (Japan),EMI Films|United Artists Corporation
Any Which Way You Can,PG,Action|Comedy,6.1,1h 56min,Buddy Van Horn,Stanford Sherman|Jeremy Joe Kronsberg,Clint Eastwood|Sondra Locke|Geoffrey Lewis,USA,English,"$15,000,000 ",NULL,17 December 1980 (USA),"Malpaso Company, The|Warner Bros."
Transporter: The Series,TV-14,Action|Crime,6.6,48min,NULL,NULL,Chris Vance|FranÌ_ois BerlÌ©and|Charly HÌ_bner,Canada|Canada|Canada|Canada,English,NULL,NULL,29 November 2012 (Germany),Atlantique Productions|QVF|Astral Television
XIII: The Series,NULL,Action|Crime|Drama,6.7,45min,NULL,NULL,Stuart Townsend|Greg Bryk|Stephen McHattie,Canada|Canada,English,NULL,NULL,29 June 2012 (USA),Europacorp Television|Prodigy Pictures|Canal+
Act of Valor,R,Action|Adventure|Drama,6.5,1h 50min,Mike McCoy|Scott Waugh,Kurt Johnstad,Alex Veadov|Roselyn Sanchez|Nestor Serrano,USA,English|Russian|Spanish,"$12,000,000 ","$82,497,035 ",24 February 2012 (USA),Relativity Media|Bandito Brothers
The Sweeney,NULL,Action|Comedy|Crime,8.1,1h,NULL,NULL,John Thaw|Dennis Waterman|Garfield Morgan,UK,English,NULL,NULL,2 January 1975 (UK),Euston Films|Thames Television
Red State,R,Action|Crime|Horror,6.2,1h 28min,Kevin Smith,Kevin Smith,Michael Parks|Melissa Leo|John Goodman,USA,English,"$4,000,000 ",NULL,30 September 2011 (UK),"Harvey Boys, The|NVSH Productions"
Executive Decision,R,Action|Adventure|Thriller,6.4,2h 13min,Stuart Baird,Jim Thomas|John Thomas,Kurt Russell|Halle Berry|Steven Seagal,USA,English,"$55,000,000 ","$121,969,216 ",15 March 1996 (USA),Warner Bros.|Silver Pictures
Standoff,R,Action|Crime|Drama,6,1h 20min,Adam Alleca,Adam Alleca,Thomas Jane|Laurence Fishburne|Ella Ballentine,Canada,English,NULL,NULL,26 February 2016 (USA),Goldrush Entertainment|Maple Leaf Films|First Point Entertainment
Silverado,PG-13,Action|Crime|Drama,7.2,2h 13min,Lawrence Kasdan,Lawrence Kasdan|Mark Kasdan,Kevin Kline|Scott Glenn|Kevin Costner,USA,English,"$26,000,000 ",NULL,10 July 1985 (USA),Columbia Pictures Corporation|Delphi IV Productions|Eaves Movie Ranch
Stratton,R,Action|Thriller,4.8,1h 35min,Simon West,Duncan Falconer|Warren Davis II,Dominic Cooper|Austin Stowell|Gemma Chan,UK,English,NULL,NULL,5 January 2018 (USA),Atomic Arts|GFM films|SquareOne Entertainment
Around the World in 80 Days,PG,Action|Adventure|Comedy,5.8,2h,Frank Coraci,Jules Verne|David N. Titcher,Jackie Chan|Steve Coogan|Jim Broadbent,USA|USA|USA|USA,English|Cantonese|French|German|Hindi|Turkish,"$110,000,000 ","$48,170,758 ",16 June 2004 (USA),Walden Media|Spanknyce Films|Mostow/Lieberman Productions
Death Race 2050,R,Action|Comedy|Sci-Fi,3.7,1h 30min,G.J. Echternkamp,G.J. Echternkamp|Matt Yamashita,Manu Bennett|Malcolm McDowell|Marci Miller,USA,English,NULL,NULL,17 January 2017 (USA),Universal 1440 Entertainment|New Horizons Picture
Yip Man 4,NULL,Action|Biography|Drama,NULL,NULL,Wilson Yip,Edmond Wong,Donnie Yen,Hong Kong,Cantonese,"$22,000,000 ",NULL,NULL,Pegasus Motion Pictures
The Glades,TV-14,Action|Crime|Drama,7.5,1h,NULL,NULL,Matt Passmore|Kiele Sanchez|Carlos GÌ_mez,USA,English,NULL,NULL,11 July 2010 (USA),Innuendo Productions|Grand Productions|Fox Television Studios
Kingdom Come: Deliverance,NULL,Action|Adventure|Drama,8.9,NULL,Daniel VÌÁvra,Daniel VÌÁvra|Ondrej Bittner,Tom McKay|Matthew Wolf|Michael Pitthan,Czech Republic,English,NULL,NULL,13 February 2018 (USA),Warhorse Studios
Turbo Kid,NOT RATED,Action|Adventure|Comedy,6.7,1h 33min,FranÌ_ois Simard|Anouk Whissell,FranÌ_ois Simard|Anouk Whissell,Munro Chambers|Laurence Leboeuf|Michael Ironside,Canada|Canada|Canada,English,NULL,NULL,28 August 2015 (USA),EMA Films|Epic Pictures Group|Timpson Films
Duel,PG,Action|Thriller,7.7,1h 30min,Steven Spielberg,Richard Matheson|Richard Matheson,Dennis Weaver|Jacqueline Scott|Eddie Firestone,USA,English,"$450,000 ",NULL,13 November 1971 (USA),Universal Television
Safe,R,Action|Crime|Thriller,6.5,1h 34min,Boaz Yakin,Boaz Yakin,Jason Statham|Catherine Chan|Chris Sarandon,USA,English|Mandarin|Russian,"$30,000,000 ","$41,564,670 ",27 April 2012 (USA),IM Global|Lionsgate|Automatik
National Treasure 3,NULL,Action|Adventure|Western,NULL,NULL,NULL,Aaron Benay|Matthew Benay,NULL,USA,English,NULL,NULL,NULL,Jerry Bruckheimer Films|Walt Disney Pictures
State of Grace,R,Action|Crime|Drama,7.3,2h 14min,Phil Joanou|Michael Lee Baron,Dennis McIntyre,Sean Penn|Ed Harris|Gary Oldman,UK|UK,English,"$18,000,000 ",NULL,14 September 1990 (USA),"Cinehaus|Orion Pictures|Rank Organisation, The"
Star Trek: First Contact,PG-13,Action|Adventure|Drama,7.6,1h 51min,Jonathan Frakes,Gene Roddenberry|Rick Berman,Patrick Stewart|Jonathan Frakes|Brent Spiner,USA,English,"$45,000,000 ","$150,000,000 ",22 November 1996 (USA),Digital Image Associates|Paramount Pictures
The 6th Day,PG-13,Action|Mystery|Sci-Fi,5.9,2h 3min,Roger Spottiswoode,Cormac Wibberley|Marianne Wibberley,Arnold Schwarzenegger|Michael Rapaport|Tony Goldwyn,USA,English,"$82,000,000 ","$61,481,197 ",17 November 2000 (USA),Phoenix Pictures
The Boondock Saints II: All Saints Day,R,Action|Crime|Thriller,6.3,1h 58min,Troy Duffy,Troy Duffy|Troy Duffy,Sean Patrick Flanery|Norman Reedus|Billy Connolly,USA,English|Italian|Spanish,"$8,000,000 ",NULL,11 December 2009 (USA),Stage 6 Films|CB Productions
Enter The Warriors Gate,PG-13,Action|Adventure|Comedy,5.3,1h 48min,Matthias Hoene,Luc Besson|Robert Mark Kamen,Mark Chao|Ni Ni|Dave Bautista,France|France|France,English|Chinese|Khmer,"‰âÂ20,000,000",NULL,5 May 2017 (USA),Fundamental Films|EuropaCorp|Transfilm
Jonah Hex,PG-13,Action|Drama|Fantasy,4.7,1h 21min,Jimmy Hayward,Mark Neveldine|Brian Taylor,Josh Brolin|Megan Fox|John Malkovich,USA,English,"$47,000,000 ",NULL,18 June 2010 (USA),Warner Bros.|Legendary Entertainment|Mad Chance
Here Comes the Boom,PG,Action|Comedy|Sport,6.4,1h 45min,Frank Coraci,Allan Loeb|Kevin James,Kevin James|Salma Hayek|Henry Winkler,USA,English|Dutch,"$42,000,000 ","$73,239,258 ",12 October 2012 (USA),Columbia Pictures|Hey Eddie|Broken Road Productions
The Wild Bunch,R,Action|Adventure|Western,8,2h 15min,Sam Peckinpah,Walon Green|Sam Peckinpah,William Holden|Ernest Borgnine|Robert Ryan,USA,English|Spanish|German,"$6,244,087 ",NULL,7 August 1969 (Hong Kong),Warner Brothers/Seven Arts
Wings,PG-13,Drama|Romance|War,7.7,2h 24min,William A. Wellman|Harry d'Abbadie d'Arrast,John Monk Saunders|Hope Loring,Clara Bow|Charles 'Buddy' Rogers|Richard Arlen,USA,English,"$2,000,000 ",NULL,5 January 1929 (USA),Paramount Famous Lasky Corporation
The Long Kiss Goodnight,R,Action|Crime|Drama,6.7,2h 1min,Renny Harlin,Shane Black,Geena Davis|Samuel L. Jackson|Yvonne Zima,USA,English,"$65,000,000 ","$89,456,761,",11 October 1996 (USA),"Forge|New Line Cinema|Steve Tisch Company, The"
MI-5,R,Action|Drama|Thriller,6.2,1h 44min,Bharat Nalluri,Jonathan Brackley|Sam Vincent,Kit Harington|Peter Firth|Jennifer Ehle,UK,English,NULL,NULL,4 December 2015 (USA),Shine Pictures|Kudos Film and Television|Pinewood Pictures
Sabotage,R,Action|Crime|Drama,5.7,1h 49min,David Ayer,Skip Woods|David Ayer,Arnold Schwarzenegger|Sam Worthington|Terrence Howard,USA,English|Spanish,"$35,000,000 ","$17,508,518,",28 March 2014 (USA),Open Road Films (II)|QED International|Crave Films
Iron Sky,R,Action|Comedy|Sci-Fi,5.9,1h 33min,Timo Vuorensola,Jarmo Puskala|Johanna Sinisalo,Julia Dietze|Christopher Kirby|GÌ_tz Otto,Finland|Finland|Finland,English|German,"‰âÂ7,500,000",NULL,4 April 2012 (Finland),Blind Spot Pictures Oy|27 Films Production|New Holland Pictures
Sonic the Hedgehog,NULL,Animation|Action|Adventure,NULL,NULL,Jeff Fowler,Patrick Casey|Josh Miller,NULL,Japan|Japan,NULL,NULL,NULL,15 November 2019 (USA),Original Film|Blur Studio|Marza Animation Planet
Gambit,NULL,Action|Adventure|Fantasy,NULL,NULL,NULL,Reid Carolin|Chris Claremont,Lizzy Caplan|Channing Tatum,USA,English,"$155,000,000 ",NULL,7 June 2019 (USA),Free Association|Genre Films|Marvel Entertainment
Transporter 3,PG-13,Action|Adventure|Crime,6.1,1h 44min,Olivier Megaton,Luc Besson|Robert Mark Kamen,Jason Statham|Robert Knepper|Natalya Rudakova,France|France|France,English|French|Ukrainian|Russian|Hungarian,"$30,000,000 ","$108,979,549 ",26 November 2008 (USA),EuropaCorp|TF1 Films Production|Grive Productions
Berserk,NOT RATED,Animation|Action|Adventure,8.6,22min,NULL,NULL,Nobutoshi Canna|Marc Diraison|Carrie Keranen,Japan,Japanese,NULL,NULL,28 May 2002 (USA),OLM-Animation Studio|Video Audio Project (VAP)
Mortal Kombat: Legacy,TV-MA,Action|Crime|Fantasy,7.7,10min,NULL,NULL,Casper Van Dien|Ian Anthony Dale|Samantha Jo,Canada,English,NULL,NULL,April 2011 (USA),Contradiction Films|Goldtooth Creative|NetherRealm Studios
Brotherhood of the Wolf,R,Action|Adventure|Drama,7.1,2h 22min,Christophe Gans,StÌ©phane Cabel|StÌ©phane Cabel,Samuel Le Bihan|Mark Dacascos|JÌ©rÌ©mie Renier,France,French|German|Italian,"FRFåÊ200,000,000","$70,752,904 ",1 February 2002 (USA),Canal+|Davis-Films|Eskwad
Above the Law,R,Action|Crime|Drama,6,1h 39min,Andrew Davis,Andrew Davis|Steven Seagal,Steven Seagal|Pam Grier|Henry Silva,USA,English|Spanish|Assyrian Neo-Aramaic,"$7,500,000 ",NULL,22 April 1988 (USA),Warner Bros.
The Transformers,TV-Y7,Animation|Action|Adventure,8,30min,NULL,NULL,Frank Welker|Peter Cullen|Corey Burton,USA|USA|USA,English,NULL,"$4,300,000 ",17 September 1984 (USA),Sunbow Productions|Marvel Productions|Hasbro
Tower Heist,PG-13,Action|Comedy|Crime,6.2,1h 44min,Brett Ratner,Adam Cooper|Bill Collage,Eddie Murphy|Ben Stiller|Casey Affleck,USA,English|Spanish|Chinese,"$75,000,000 ","$152,930,623 ",4 November 2011 (USA),Universal Pictures|Imagine Entertainment|Relativity Media
Transporter 2,PG-13,Action|Crime|Thriller,6.3,1h 27min,Louis Leterrier,Luc Besson|Robert Mark Kamen,Jason Statham|Amber Valletta|Kate Nauta,France|France,English|French|Italian,"$32,000,000 ","$88,978,202 ",2 September 2005 (USA),EuropaCorp|TF1 Films Production|Current Entertainment
S.W.A.T.,NULL,Action|Crime|Drama,6.6,1h,NULL,NULL,Steve Forrest|Robert Urich|Rod Perry,USA,English,NULL,NULL,17 February 1975 (USA),Spelling-Goldberg Productions
77 Sunset Strip,NULL,Action|Crime|Drama,7.8,1h,NULL,NULL,Efrem Zimbalist Jr.|Edd Byrnes|Roger Smith,USA,English,NULL,NULL,10 October 1958 (USA),Warner Bros. Television
Shazam!,NULL,Action|Family|Fantasy,7,30min,NULL,NULL,Michael Gray|Les Tremayne|Jackson Bostwick,USA,English,NULL,NULL,7 September 1974 (USA),Filmation Associates
Superman II,PG,Action|Adventure|Sci-Fi,6.8,2h 7min,Richard Lester|Richard Donner,Jerry Siegel|Joe Shuster,Gene Hackman|Christopher Reeve|Margot Kidder,UK,English|French|Russian,"$54,000,000 ",NULL,19 June 1981 (USA),Dovemead Films|Film Export A.G.|International Film Production
RoboCop 3,PG-13,Action|Crime|Sci-Fi,4,1h 44min,Fred Dekker,Edward Neumeier|Michael Miner,Robert John Burke|Nancy Allen|Mario Machado,USA,English|Japanese,"$22,000,000 ",NULL,5 November 1993 (USA),Orion Pictures
Broken Arrow,R,Action|Adventure|Thriller,6,1h 48min,John Woo,Graham Yost,John Travolta|Christian Slater|Samantha Mathis,USA,English,"$50,000,000 ","$150,270,147 ",9 February 1996 (USA),Twentieth Century Fox|Mark Gordon Productions|WCG Entertainment Productions
Black Death,R,Action|Adventure|Drama,6.4,1h 42min,Christopher Smith,Dario Poloni,Eddie Redmayne|Sean Bean|Carice van Houten,Germany|Germany,English|Latin,NULL,"$265,318,",11 June 2010 (UK),Egoli Tossell Film|HanWay Films|Zephyr Films
A Nightmare on Elm Street 3: Dream Warriors,R,Action|Fantasy|Horror,6.6,1h 36min,Chuck Russell,Wes Craven|Bruce Wagner,Heather Langenkamp|Robert Englund|Craig Wasson,USA,English,"$4,500,000 ",NULL,27 February 1987 (USA),New Line Cinema|Heron Communications|Smart Egg Pictures
Heartbreak Ridge,R,Action|Comedy|Drama,6.8,2h 10min,Clint Eastwood,James Carabatsos,Clint Eastwood|Marsha Mason|Everett McGill,USA,English|Spanish,"$15,000,000 ","$79,000,000,",5 December 1986 (USA),"Jay Weston Productions|Malpaso Company, The"
Meru,R,Documentary|Action|Adventure,7.7,1h 30min,Jimmy Chin|Elizabeth Chai Vasarhelyi,NULL,Conrad Anker|Grace Chin|Jimmy Chin,USA|USA,English,NULL,NULL,14 August 2015 (USA),NULL
The Haunted Mansion,NULL,Action|Drama|Family,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Taxi,PG-13,Action|Comedy|Crime,4.4,1h 37min,Tim Story,Luc Besson|Robert Ben Garant,Queen Latifah|Jimmy Fallon|Gisele BÌ_ndchen,USA|USA,English|Portuguese|Spanish,"$25,000,000 ","$68,895,435 ",6 October 2004 (USA),Twentieth Century Fox|EuropaCorp|Robert Simonds Productions
Spy Kids: All the Time in the World in 4D,PG,Action|Adventure|Comedy,3.5,1h 29min,Robert Rodriguez,Robert Rodriguez,Jessica Alba|Jeremy Piven|Joel McHale,USA,English,"$27,000,000 ","$85,564,310 ",19 August 2011 (USA),Dimension Films|Troublemaker Studios|Mulberry Square Productions
They Call Me Jeeg,NULL,Action|Drama|Sci-Fi,7.1,1h 52min,Gabriele Mainetti,Nicola Guaglianone|Nicola Guaglianone,Claudio Santamaria|Luca Marinelli|Ilenia Pastorelli,Italy,Italian,NULL,NULL,25 February 2016 (Italy),Goon Films|Rai Cinema|Ministero dei Beni e delle Attivita Culturali e del Turismo (MiBACT)
Justice League Unlimited,NULL,Animation|Action|Adventure,8.9,23min,NULL,NULL,George Newbern|Kevin Conroy|Phil LaMarr,USA,English,NULL,NULL,31 July 2004 (USA),DC Comics|Warner Bros. Animation
Ghosts of Mars,R,Action|Horror|Sci-Fi,4.9,1h 38min,John Carpenter,Larry Sulkis|John Carpenter,Natasha Henstridge|Ice Cube|Pam Grier,USA,English,"$28,000,000 ",NULL,24 August 2001 (USA),Screen Gems|Storm King Productions|Animationwerks
The Powerpuff Girls,TV-Y7-FV,Animation|Action|Comedy,7.3,30min,NULL,NULL,Cathy Cavadini|Elizabeth Daily|Tara Strong,USA|USA,English,NULL,NULL,1994 (USA),Hanna-Barbera Productions|Image Production House
Resident Evil: Extinction,R,Action|Horror|Sci-Fi,6.3,1h 34min,Russell Mulcahy,Paul W.S. Anderson,Milla Jovovich|Ali Larter|Oded Fehr,France|France|France|France|France|France,English,"$45,000,000 ","$147,717,833 ",21 September 2007 (USA),Screen Gems|Constantin Film|Davis-Films
The Saint,PG-13,Action|Adventure|Romance,6.2,1h 56min,Phillip Noyce,Leslie Charteris|Jonathan Hensleigh,Val Kilmer|Elisabeth Shue|Rade Serbedzija,USA,English|Russian,"$68,000,000 ","$108,060,970 ",4 April 1997 (USA),Paramount Pictures|Rysher Entertainment|Mace Neufeld Productions
Rising Sun,R,Action|Crime|Drama,6.2,2h 9min,Philip Kaufman,Michael Crichton|Philip Kaufman,Sean Connery|Wesley Snipes|Harvey Keitel,USA,English|Japanese,"$35,000,000 ","$107,198,790 ",30 July 1993 (USA),Twentieth Century Fox|Walrus & Associates
Kung Fury,NOT RATED,Short|Action|Comedy,8.1,31min,David Sandberg,David Sandberg,David Sandberg|Jorma Taccone|Steven Chew,Sweden,English|Swedish|German,"$600,000 ",NULL,28 May 2015 (Sweden),Lampray|Laser Unicorns
Revolver,R,Action|Crime|Drama,6.5,1h 51min,Guy Ritchie,Luc Besson|Guy Ritchie,Jason Statham|Ray Liotta|AndrÌ© Benjamin,France|France,English|Cantonese,NULL,NULL,22 September 2005 (UK),EuropaCorp|Revolver Pictures Co.|Isle of Man Film
Entrapment,PG-13,Action|Crime|Romance,6.3,1h 53min,Jon Amiel,Ronald Bass|Michael Hertzberg,Sean Connery|Catherine Zeta-Jones|Ving Rhames,USA|USA|USA,English,"$66,000,000 ","$212,404,396,",30 April 1999 (USA),Twentieth Century Fox|Regency Enterprises|Fountainbridge Films
Birds of Prey,TV-14,Action|Adventure|Drama,6.6,1h,NULL,NULL,Ashley Scott|Dina Meyer|Rachel Skarsten,USA,English,NULL,NULL,9 October 2002 (USA),Warner Bros. Television|DC Entertainment|Tollin/Robbins Productions
Juice,R,Action|Crime|Drama,7.1,1h 35min,Ernest R. Dickerson,Ernest R. Dickerson|Gerard Brown,Omar Epps|Tupac Shakur|Jermaine 'Huggy' Hopkins,USA|USA,English,"$5,000,000 ",NULL,17 January 1992 (USA),Island World
Tremors: A Cold Day in Hell,PG-13,Action|Horror|Sci-Fi,NULL,1h 38min,Don Michael Paul,John Whelpley,Jamie Kennedy|Michael Gross|Tanya van Graan,USA,English,NULL,NULL,1 May 2018 (USA),Universal 1440 Entertainment
Plastic,R,Action|Comedy|Crime,6,1h 42min,Julian Gilbey,Chris Howard|Sacha Bennett,Ed Speleers|Will Poulter|Alfie Allen,UK,English,"$10,000,000 ",NULL,26 September 2014 (USA),Gateway Films
Star Trek VI: The Undiscovered Country,PG,Action|Adventure|Sci-Fi,7.2,1h 53min,Nicholas Meyer,Gene Roddenberry|Leonard Nimoy,William Shatner|Leonard Nimoy|DeForest Kelley,USA,English|Klingon,"$30,000,000 ","$96,888,996 ",6 December 1991 (USA),Paramount Pictures
Overwatch,NULL,Action|Sci-Fi,8.8,NULL,Jeffrey Kaplan|Aaron Keller,Michael Chu,Aaron Phillips|Anjali Bhimani|Cara Theobold,USA,English,NULL,NULL,24 May 2016 (USA),Blizzard Entertainment
Nash Bridges,TV-14,Action|Crime|Drama,6.9,1h,NULL,NULL,Don Johnson|Cheech Marin|Jodi Lyn O'Keefe,USA,English,NULL,NULL,29 March 1996 (USA),Don Johnson Company|Carlton Cuse Productions|Rysher Entertainment
